,Iteration,Time,Fitness,runner_name,pop_size,keep_pct,Population Size,Keep Percent
0,0,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
1,1,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
2,2,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
3,3,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
4,4,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
5,5,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
6,6,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
7,7,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
8,8,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
9,9,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
10,10,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
11,11,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
12,12,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
13,13,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
14,14,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
15,15,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
16,16,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
17,17,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
18,18,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
19,19,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
20,20,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
21,21,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
22,22,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
23,23,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
24,24,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
25,25,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
26,26,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
27,27,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
28,28,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
29,29,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
30,30,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
31,31,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
32,32,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
33,33,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
34,34,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
35,35,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
36,36,426.08769337300004,1129.0621434434659,MIMIC,450,0.05,450,0.05
