,Iteration,Time,Fitness,runner_name,current_restart,Restarts
0,0,0.026845356000000153,10.0,RHC,0,127
1,1,0.026845356000000153,10.0,RHC,0,127
2,2,0.026845356000000153,10.0,RHC,0,127
3,3,0.026845356000000153,10.0,RHC,0,127
4,4,0.026845356000000153,10.0,RHC,0,127
5,5,0.026845356000000153,10.0,RHC,0,127
6,6,0.026845356000000153,10.0,RHC,0,127
7,7,0.026845356000000153,10.0,RHC,0,127
8,8,0.026845356000000153,10.0,RHC,0,127
9,9,0.026845356000000153,10.0,RHC,0,127
10,10,0.026845356000000153,10.0,RHC,0,127
11,11,0.026845356000000153,10.0,RHC,0,127
12,12,0.026845356000000153,10.0,RHC,0,127
13,13,0.026845356000000153,10.0,RHC,0,127
14,14,0.026845356000000153,10.0,RHC,0,127
15,15,0.026845356000000153,10.0,RHC,0,127
16,16,0.026845356000000153,10.0,RHC,0,127
17,17,0.026845356000000153,10.0,RHC,0,127
18,18,0.026845356000000153,10.0,RHC,0,127
19,19,0.026845356000000153,10.0,RHC,0,127
20,20,0.026845356000000153,10.0,RHC,0,127
21,21,0.026845356000000153,10.0,RHC,0,127
22,22,0.026845356000000153,10.0,RHC,0,127
23,23,0.026845356000000153,10.0,RHC,0,127
24,24,0.026845356000000153,10.0,RHC,0,127
25,25,0.026845356000000153,10.0,RHC,0,127
26,26,0.026845356000000153,10.0,RHC,0,127
27,27,0.026845356000000153,10.0,RHC,0,127
28,28,0.026845356000000153,10.0,RHC,0,127
29,29,0.026845356000000153,10.0,RHC,0,127
30,30,0.026845356000000153,10.0,RHC,0,127
31,31,0.026845356000000153,10.0,RHC,0,127
32,32,0.026845356000000153,10.0,RHC,0,127
33,33,0.026845356000000153,10.0,RHC,0,127
34,34,0.026845356000000153,10.0,RHC,0,127
35,35,0.026845356000000153,10.0,RHC,0,127
36,36,0.026845356000000153,10.0,RHC,0,127
37,37,0.026845356000000153,10.0,RHC,0,127
38,38,0.026845356000000153,10.0,RHC,0,127
39,39,0.026845356000000153,10.0,RHC,0,127
40,40,0.026845356000000153,10.0,RHC,0,127
41,41,0.026845356000000153,10.0,RHC,0,127
42,42,0.026845356000000153,10.0,RHC,0,127
43,43,0.026845356000000153,10.0,RHC,0,127
44,44,0.026845356000000153,10.0,RHC,0,127
45,45,0.026845356000000153,10.0,RHC,0,127
46,46,0.026845356000000153,10.0,RHC,0,127
47,47,0.026845356000000153,10.0,RHC,0,127
48,48,0.026845356000000153,10.0,RHC,0,127
49,49,0.026845356000000153,10.0,RHC,0,127
50,50,0.026845356000000153,10.0,RHC,0,127
51,51,0.026845356000000153,10.0,RHC,0,127
52,52,0.026845356000000153,10.0,RHC,0,127
53,53,0.026845356000000153,10.0,RHC,0,127
54,54,0.026845356000000153,10.0,RHC,0,127
55,55,0.026845356000000153,10.0,RHC,0,127
56,56,0.026845356000000153,10.0,RHC,0,127
57,57,0.026845356000000153,10.0,RHC,0,127
58,58,0.026845356000000153,10.0,RHC,0,127
59,59,0.026845356000000153,10.0,RHC,0,127
60,60,0.026845356000000153,10.0,RHC,0,127
61,61,0.026845356000000153,10.0,RHC,0,127
62,62,0.026845356000000153,10.0,RHC,0,127
63,63,0.026845356000000153,10.0,RHC,0,127
64,64,0.026845356000000153,10.0,RHC,0,127
65,65,0.026845356000000153,10.0,RHC,0,127
66,66,0.026845356000000153,10.0,RHC,0,127
67,67,0.026845356000000153,10.0,RHC,0,127
68,68,0.026845356000000153,10.0,RHC,0,127
69,69,0.026845356000000153,10.0,RHC,0,127
70,70,0.026845356000000153,10.0,RHC,0,127
71,71,0.026845356000000153,10.0,RHC,0,127
72,72,0.026845356000000153,10.0,RHC,0,127
73,73,0.026845356000000153,10.0,RHC,0,127
74,74,0.026845356000000153,10.0,RHC,0,127
75,75,0.026845356000000153,10.0,RHC,0,127
76,76,0.026845356000000153,10.0,RHC,0,127
