,Iteration,Time,Fitness,runner_name,pop_size,keep_pct,Population Size,Keep Percent
0,0,660.8703818719999,1162.6258384881542,MIMIC,900,0.25,900,0.25
1,1,660.8703818719999,1162.6258384881542,MIMIC,900,0.25,900,0.25
2,2,660.8703818719999,1162.6258384881542,MIMIC,900,0.25,900,0.25
3,3,660.8703818719999,1124.9989120048306,MIMIC,900,0.25,900,0.25
4,4,660.8703818719999,1086.6937894094835,MIMIC,900,0.25,900,0.25
5,5,660.8703818719999,1086.6937894094835,MIMIC,900,0.25,900,0.25
6,6,660.8703818719999,1086.6937894094835,MIMIC,900,0.25,900,0.25
7,7,660.8703818719999,1086.6937894094835,MIMIC,900,0.25,900,0.25
8,8,660.8703818719999,1013.2855955052938,MIMIC,900,0.25,900,0.25
9,9,660.8703818719999,1008.4450907078848,MIMIC,900,0.25,900,0.25
10,10,660.8703818719999,1008.4450907078848,MIMIC,900,0.25,900,0.25
11,11,660.8703818719999,972.4849574619446,MIMIC,900,0.25,900,0.25
12,12,660.8703818719999,940.4818220578626,MIMIC,900,0.25,900,0.25
13,13,660.8703818719999,915.0415358419551,MIMIC,900,0.25,900,0.25
14,14,660.8703818719999,905.4817805292962,MIMIC,900,0.25,900,0.25
15,15,660.8703818719999,903.2457286575792,MIMIC,900,0.25,900,0.25
16,16,660.8703818719999,903.2457286575792,MIMIC,900,0.25,900,0.25
17,17,660.8703818719999,903.2457286575792,MIMIC,900,0.25,900,0.25
18,18,660.8703818719999,903.2457286575792,MIMIC,900,0.25,900,0.25
19,19,660.8703818719999,903.2457286575792,MIMIC,900,0.25,900,0.25
20,20,660.8703818719999,903.2457286575792,MIMIC,900,0.25,900,0.25
21,21,660.8703818719999,903.2457286575792,MIMIC,900,0.25,900,0.25
22,22,660.8703818719999,903.2457286575792,MIMIC,900,0.25,900,0.25
23,23,660.8703818719999,903.2457286575792,MIMIC,900,0.25,900,0.25
24,24,660.8703818719999,903.2457286575792,MIMIC,900,0.25,900,0.25
25,25,660.8703818719999,903.2457286575792,MIMIC,900,0.25,900,0.25
26,26,660.8703818719999,903.2457286575792,MIMIC,900,0.25,900,0.25
27,27,660.8703818719999,903.2457286575792,MIMIC,900,0.25,900,0.25
28,28,660.8703818719999,903.2457286575792,MIMIC,900,0.25,900,0.25
29,29,660.8703818719999,903.2457286575792,MIMIC,900,0.25,900,0.25
30,30,660.8703818719999,903.2457286575792,MIMIC,900,0.25,900,0.25
